country,country_id,year,Inflation,GDP,interestRate,unemployment,outcome
Uruguay,133,1995,42.2483198,41.04832687,38.99454008,10.02000046,1
Uruguay,133,1996,28.3420486,26.43173778,49.25016117,11.93000031,1
Uruguay,133,1997,19.81880932,27.4851661,32.83704373,11.43999958,1
Uruguay,133,1998,10.81107031,12.38390546,38.93620634,9.359999657,1
Uruguay,133,1999,5.658688039,4.326096212,45.34922516,10.47000027,1
Uruguay,133,2000,4.763824727,3.539308495,42.49692396,12.63000011,1
Uruguay,133,2001,4.359340652,4.826618322,43.20642138,15.05000019,1
Uruguay,133,2002,13.97247259,12.61627663,93.91507815,16.64999962,1
Uruguay,133,2003,19.37973017,16.54163515,36.38129894,16.65999985,1
Uruguay,133,2004,9.157605075,10.10505602,12.32827868,12.97999954,1
Uruguay,133,2005,4.69927739,0.677868367,12.84458558,12.01000023,1
Uruguay,133,2006,6.397649744,6.53333463,2.550076114,10.84000015,1
Uruguay,133,2007,8.114645612,9.417473482,-0.436648325,9.399999619,1
Uruguay,133,2008,7.877073747,8.023536405,4.095474229,8.029999733,1
Uruguay,133,2009,7.062218744,7.74754209,6.995333861,7.739999771,1
Uruguay,133,2010,6.69870887,4.907025264,5.165714026,7.159999847,1
Uruguay,133,2011,8.092832063,9.009675537,0.708327221,6.309999943,1
Uruguay,133,2012,8.097765806,8.5575517,2.433400915,6.449999809,1
Uruguay,133,2013,8.57513504,8.153729817,3.957639879,6.440000057,1
Uruguay,133,2014,8.877353332,9.37224638,5.633873333,6.550000191,1
Uruguay,133,2015,8.666269871,9.016280624,6.260350043,7.489999771,1
Uruguay,133,2016,9.639413476,16.6136839,-0.380204831,7.840000153,1
Uruguay,133,2017,6.218093826,4.986641922,8.42661129,7.889999866,1
Uruguay,133,2018,7.606533604,7.10189068,4.761161574,8.340000153,1
Uruguay,133,2019,7.881988709,8.522966926,2.795922578,8.880000114,1
Uruguay,133,2020,9.756406361,10.86818601,0.327482081,10.47999954,1
Vanuatu,134,2006,2.040816327,3.87271716,4.214083313,8.010000229,1
Vanuatu,134,2009,4.29706573,2.554771555,2.871859007,4.559999943,1
Vanuatu,134,2010,2.762694695,1.469890428,3.971729501,1.850000024,1
Vanuatu,134,2019,2.762520194,2.393478227,-0.384280556,7.940000057,1
"Venezuela, RB",135,2009,27.08094145,7.83166636,11.18564461,6.099999905,1
"Venezuela, RB",135,2010,28.18746471,45.9432687,-18.90855875,7.110000134,1
"Venezuela, RB",135,2011,26.09021232,28.14919095,-8.583113847,6.900000095,1
"Venezuela, RB",135,2012,21.06899563,14.05943006,2.034527031,6.599999905,1
Vietnam,136,1996,5.675,8.696767121,10.49086664,1.929999948,1
Vietnam,136,1997,3.209526063,6.597404782,7.335321062,2.869999886,1
Vietnam,136,1998,7.266198044,8.837864123,5.110478713,2.289999962,1
Vietnam,136,1999,4.117102358,5.734702832,6.587522338,2.329999924,1
Vietnam,136,2000,-1.710337279,3.408827662,6.905766654,2.25999999,0
Vietnam,136,2001,-0.431544512,2.622264785,6.624035466,2.75999999,0
Vietnam,136,2002,3.830828382,4.698928166,4.166937119,2.119999886,1
Vietnam,136,2003,3.234648173,7.109602462,2.213057918,2.25,1
Vietnam,136,2004,7.754947487,8.433312129,1.188922339,2.140000105,1
Vietnam,136,2007,8.344448898,9.630225614,1.413637869,2.029999971,1
Vietnam,136,2009,6.7169827,6.215623149,3.627881414,1.74000001,1
Vietnam,136,2010,9.207466488,12.0742957,0.946652654,1.110000014,1
Vietnam,136,2011,18.67773228,21.26065929,-3.551709174,1.0,1
Vietnam,136,2012,9.094703396,10.92603381,2.294892164,1.029999971,1
Vietnam,136,2013,6.592674759,4.76065484,5.35841613,1.320000052,1
Vietnam,136,2014,4.084554466,3.662383811,4.825874155,1.25999999,1
Vietnam,136,2015,0.631200905,-0.190788132,7.322258132,1.850000024,0
Vietnam,136,2016,2.66824817,1.110649186,5.785098663,1.850000024,1
Vietnam,136,2017,3.520256888,4.085788187,2.864667564,1.870000005,1
Vietnam,136,2018,3.539628059,3.398105023,3.843174859,1.159999967,1
Vietnam,136,2019,2.795823675,1.788598602,5.814896245,2.039999962,1
Vietnam,136,2020,3.220934367,1.293487769,6.272873381,2.390000105,1
West Bank and Gaza,137,2004,3.004174986,-4.85518383,12.75706267,23.20999908,1
West Bank and Gaza,137,2005,4.107250707,0.056219727,7.274690462,20.02000046,1
West Bank and Gaza,137,2006,3.842341256,5.393123069,2.214923387,19.01000023,1
West Bank and Gaza,137,2007,1.859743794,4.770234129,3.061237667,18.28000069,0
West Bank and Gaza,137,2008,9.889997887,17.00835541,-8.393294113,22.90999985,1
West Bank and Gaza,137,2009,2.753934851,1.852733466,4.256106484,20.45000076,1
West Bank and Gaza,137,2010,3.749157276,13.19631625,-6.062534962,21.42000008,1
West Bank and Gaza,137,2011,2.877243585,5.419824737,1.296514079,17.60000038,1
West Bank and Gaza,137,2012,2.779087683,2.867734026,3.986036855,19.20000076,1
West Bank and Gaza,137,2013,1.724399336,5.738371438,1.681032604,19.88999939,0
West Bank and Gaza,137,2014,1.7329851,3.672228115,2.639404194,20.53000069,0
West Bank and Gaza,137,2015,1.431611458,-3.707013017,10.89292287,23.0,0
West Bank and Gaza,137,2016,-0.219106605,1.278022484,4.810218377,23.94000053,0
West Bank and Gaza,137,2017,0.212570934,3.225414992,2.486483979,25.68000031,0
West Bank and Gaza,137,2018,-0.195107774,-0.301992725,6.19365816,26.26000023,0
West Bank and Gaza,137,2019,1.580183336,3.849469301,2.005298077,25.34000015,0
West Bank and Gaza,137,2020,-0.735332001,2.576474501,2.86696544,25.88999939,0
"Yemen, Rep.",138,1999,8.660219494,33.46257595,-7.027619953,11.46000004,1
"Yemen, Rep.",138,2004,12.51509515,14.10556244,3.85120363,16.22999954,1
"Yemen, Rep.",138,2005,11.81126394,18.48688033,-0.410914968,16.04999924,1
"Yemen, Rep.",138,2006,10.84479869,13.63209397,3.843901737,15.69999981,1
"Yemen, Rep.",138,2007,7.90511779,10.89503016,6.4069326,15.32999992,1
"Yemen, Rep.",138,2008,18.97625743,20.37774624,-1.975237376,14.97000027,1
"Yemen, Rep.",138,2009,5.407760981,-8.70527002,29.2517104,14.63000011,1
"Yemen, Rep.",138,2010,11.17483386,23.61629202,0.175576626,17.81999969,1
Zambia,139,1986,55.82822086,81.9883567,-29.99826895,13.0,1
Zambia,139,1990,107.0238095,106.38892,-34.53904084,15.0,1
Zambia,139,1991,97.64232317,92.65457821,-25.77388955,18.89999962,1
Zambia,139,1993,183.3120415,143.6583417,-12.45596934,19.70000076,1
Zambia,139,1996,43.073098,24.34925956,23.67048576,15.30000019,1
Zambia,139,1998,24.45845635,16.90687281,12.7393085,12.0,1
Zambia,139,2000,26.03041179,32.61387051,4.66476807,12.93000031,1
Zambia,139,2005,18.3244397,16.65019907,9.909085184,15.89999962,1
Zambia,139,2008,12.44557935,10.64024482,7.613795381,7.929999828,1
Zambia,139,2010,8.501761334,13.95091319,6.112942212,13.18999958,1
Zambia,139,2012,6.575899708,6.992016281,4.821684114,7.849999905,1
Zambia,139,2017,6.577311542,10.09572987,2.070262066,12.17000008,1
Zambia,139,2018,7.494571927,7.411570948,2.21586529,12.01000023,1
Zambia,139,2019,9.150316443,7.633470481,2.469674325,12.52000046,1
Zimbabwe,140,2014,-0.19778481,-0.252140994,9.744210143,4.769999981,0
Zimbabwe,140,2019,255.3049908,440.829791,-78.51788703,16.86000061,1
